@relation 'opinion'
@attribute 'doc' string
@attribute '$class' {-1, 1}

@data
"excellent own excellent sassy ", 1
"comic true true other great bad comic next ", 1
"11-year old mysterious black desolate dark unknown idyllic own first British other hard most sloppy all-important next next added such ominous lonely coastal true ", 1
"historical serious historical outstanding discrete great biographical ", 1
"good good difficult old similar afraid nasty different young own mythical mystical evil beautiful sadistic lead evil fresh lesser new many due budgetary artistic outlandish average due budgetary fantastic traditional extraordinary rich great young more sensitive wonderful small ", 1
"wonderful fanciful strong first other other other childlike long full next magical only scruffy old young old sexy young captive unbreakable old hapless young young other old other other humorous ruby beautiful own first initial big other important undercover small extraordinary wonderful sexy evil appropriate confused distressed perfect perfect only other enchanting complex young good other perfect ", 1
"controversial taboo adequate obsessed legal hot classic real ", 1
"good several awesome same good such creepy witty wrong reticent ", 1
"talented entertaining hard wonderful loving wonderful alive ", 1
"favorite nostalgic main expert terrible giant good wrong wrong entertaining sad dirty ", 1
"extra Russian ordinary former commanding same professional personal penultimate powerful meticulous great deep sinister perfect much ", 1
"good first good solid good ailing great good fair ", 1
"much German simple effective very different unemployed wealthy funny perfect international young unfamiliar ", 1
"personal consequential crucial good profound inappropriate underground intense ordinary subtle ultimate mere fine true huge underground good innate blue ", 1
"late only only apt adult close young stupid most erratic sexual public female few racy early most ", 1
"pure quick unique dark deadly secret black black unlimited married married real good many right wrong rich other OK unable desperate favorite ", 1
"weird metaphysical popular Canadian weird good more final rare many ", 1
"adorable naked real inner outer gay useful gay heterosexual homosexual bisexual ", 1
"good lengthy several major logical different definite other musical ", 1
"old impressive wealthy wonderful first entire dead beloved sensational great real entire odd good complex own strong-willed wonderful hesitant confused large top far ", 1
"big first first digital next next unlimited needless great first next easy entire torturous cruel ", 1
"inexhaustible basic surprising likely well-deserved second great cliched long lead instant ", 1
"hilarious slick real golden whole new sexual political modern subtle not-so-subtle late more meditative bitter-sweet such perfect good genteel cheeky fresh ingenuous outrageous contemporary cynical such hard same great many continued British ", 1
"worn previous content psychological subtle unvarnished key perilous moral bestial other fine recent elaborate visual global vital ambiguous unrelenting uncompromising ", 1
"such small small inverse enough large able large Spanish first parallel conflicting bad new good ", 1
"adorable popular ", 1
"young young first least magnificent few more second dramatic new full great talented versatile capable tough strict caring wise young young young talented great compelling real real real phony ", 1
"good tragic rare great full able wealthy more ", 1
"bad many cynical top deliberate particular several oblivious elegiac last android least nostalgic ", 1
"excellent beautiful great wide perfect natural sound good ", 1
"real good great actual original boring spectacular talented new cool many whole honest few easy talented unfair great last worth ", 1
"good long long interesting wonderful true long major new educational ", 1
"hilarious nonstop star winning serious raw urban rare first romantic major strong slick worth ", 1
"funny collective violent absurd wonderful favorite thankful more sweet ", 1
"creepy old sceptical late true remarkable innocent capable discerning able horrific obvious graphic rare early flawless faultless star-studded legendary superb macabre novel only real asinine first predictable minor overall first creepy late murderous exceptional surprising murderous schizophrenic unsettling slow methodical new sinister beautiful familiar subtle less particular general exceptional weak creative credible delightful great young inexplicable caring dark sober intricate compelling small subtle horrific final good dramatic foreboding entire great sustained short entertaining haunting rare missing interested amateurish own strange strange bad nice wonderful irrefutable enjoyable little frightening predictable redeeming brief comical light-hearted final adequate natural early great incredible great above par bad more tense ", 1
"groundbreaking first nuclear black inner rural poor black strong worth little groundbreaking preachy right wrong ", 1
"nice intense funny sexy colored desolate outside good sympathetic nuanced new intelligent mature late interesting creative ", 1
"pure new much absolute favorite elliptical own wrong good farther few key main sudden other unnecessary particular distracting amazing own least good more good favorite French good South Korean good huge ", 1
"first bare good beautiful topless other little Minnesotan next instant fine fine available stunning slow last proud fellow Minnesotan ", 1
"spectacular worthy poignant funny fantastic good long mad masterful young same equal gorgeous gorgeous good bad same different ", 1
"first hard more greatest young frightening hard little homicidal only good last good ", 1
"great ", 1
"historical own accurate last fantastic inaccurate few great great ", 1
"excellent modern-day interesting goofy right interesting nice good guitar-based gritty good only quick right bad bad good many least tough great supporting much loud ", 1
"many most different different different Cuban most distracting geographical spacial documentary only dark real most geographic least second military detailed controversial worldwide armed revolutionary third such long intimate hard hard shaky long hostile existential revolutionary second hunted easy ", 1
"aware Western traditional Serbian impossible continuous outrageous fantastic Balkan ambivalent traditional paradoxical urban traditional western spatial temporal organized sexual ruptured vehement traditional young funeral one-way coarse traditional funeral own unique stylistic outrageous flamboyant ", 1
"main male different mediocre safe small provincial English gorgeous wild beloved calm emotionless interested beautiful full poor subliminal great indistinguishable real due slight Russian slight native hard different previous least cultural fast captivating ready unusual great rude artificial safe routine keen great great irrelevant potential sure ", 1
"great few more original interesting light focused serious new big ", 1
"old famous precious male whole long total artistic sad last phenomenal flawless brilliant impressive English good foreign OK English lesser ", 1
"funny twisted lowly high-class beautiful chauvinistic unfathomable mystical dumb light-hearted ", 1
"good other coherent raw apt sluttish raw poor strong other poor Victorian vulnerable whole vulnerable passionate snobbish holy excellent ", 1
"preachy stunning special silver global last wooden sterile breathtaking interested ", 1
"funny comic great dumb ", 1
"low-budget off-putting entertaining bad theatrical entertaining R-rated gruesome timeless human mythical plain funny straight silly blue great main likable sympathetic hospitable friendly wonderful floating other cool great more main neat roomy cool pet great main ", 1
"interesting unholy central great bizarre fourth white-collar unbroken generic modern old intriguing violent abusive retarded young beautiful current primitive withdrawn possessed elderly central most real simple dull successive amateurish more such famous hollow logical different rare pure comedic obvious total last pure unanimous personal favourite usual insane final old ", 1
"great more classic other good beautiful young much same own award-winning packed good popular good 20th early bad much cussed first young first different same shy likable young young vital common undocumented other yellow prodigious earnest pompous young informal regular key unconventional stormy remarkable amazing ", 1
"fine terrific horrible horrific good fine ", 1
"dull wonderful good classical good evil funny scary true ", 1
"good accurate obvious worth intricate mixed strange noble French French less famous true great own able own least huge crucial French many fine French excellent fluent fantastic great good interesting ", 1
"boundless personal turbulent posthumous other good positive negative much personal professional low-budget most disrespectful nice great personal new real full impossible real engaging good bad amazing rounded comprehensive more various clear great unrelated random cohesive many single collaborative close being respectful provocative thoughtful gripping sad ", 1
"enjoyable bad good irreproachable good excellent able likeable wrong ill other able romantic splendid right handsome appropriate gentlemanly good delightful ", 1
"little enough great little high small real usual OK old hilarious comfortable happy good ", 1
"unlikely West outside male female old few fantastic essential Asian shocking similar insane great same good sure ", 1
"good other much wonderful true intelligent first excellent rough slight compelling ", 1
"same fascinating great unusual remarkable great legal primitive soft prime maximum ", 1
"favourite strange more exciting first many good odd good ", 1
"impossible real last wistful powerful ", 1
"local last less mainstream basic believable first sure actual real same disturbing most disturbing lead problematic high immense horrific only phenomenal close personal most independent little disturbing mainstream happy little ", 1
"more net empty last sure right right wonderful worth ", 1
"Chinese thoughtful unbelievable stereotypical potential black disappointing great sad other much close hard several eager ", 1
"hard favorite ", 1
"brave new past bright only public fascinating numerous obvious terrifying whimsical special good British theatrical true other charismatic human late lush optimistic able interesting humorous huge real next logical great British young evident curious lead new own new good relevant ", 1
"third final concrete first blind historical prideful old Western first funny gory little perfect needless ", 1
"troubled original difficult good Irish apparent disastrous real tumultuous fantastic stylish atmospheric bizarre dreamlike surreal such quirky fascinating good decent superb delightful fine ", 1
"good late good glad ", 1
"fine sumptuous spectacular incredible spot-on musical perfect superb stiff pretentious lesser poetic spoken subtle delightful fine fine true compelling ", 1
"gritty gutsy most video great top ", 1
"original little disturbing empty filthy sick main strange great real nice funny supporting great fine famous great great good ", 1
"sterling erotic bad hardcore bad female innocent bad bad bad bad bad bad bad raunchy erotic common naked dumb ", 1
"cheesy confusing first dumb same first good African authentic evil wrong first great political tribal short good first ", 1
"original original great perfect funny good great good beautiful fantastic original new ", 1
"disgusting shocking sick British awful insane disgusting small normal hellish same crude sick sadistic particular animal serial normal thick awful funny irreverent ", 1
"good former entire excellent lead musical unknown other successful such same other theatrical such jagged many only other theatrical long charming simplistic ", 1
"little Swedish other perfect happy main other ", 1
"last serious beautiful nice lip good gay awesome ", 1
"much confusing like Oriental sorry big more own big ", 1
"fine visual good average strong ", 1
"much animal female polar real isolated small small many other magnetic animal skilled wondrous animal instinctive global polar fellow documentary good ", 1
"most sure funny funny sister comedic black nice upper middle black worth interested ", 1
"wonderful second emotional true good perfect major ", 1
"dismayed great meditative true most angry good good initial ", 1
"bipolar hard emotional psychiatric regressive discriminatory many teenage bad next several elderly adequate recent most classic bipolar true talented proper ", 1
"regular great interesting unique secret deadly same secret other 6th last last other bad other good good ", 1
"great enough last incestuous unlikely deceased English tragic hilarious certain imaginative respective ready worth ", 1
"faithful deep Chinese humble grateful rich powerful good traditional Asian major other unfortunate homeless rich last good valuable selfish self-centered rich bad unappreciative arrogant difficult basic former ", 1
"top 25th last charming witty romantic native West 12th old western entire last subsequent inner big ", 1
"erroneous other good realistic dark gritty such distinct new happy own much great scheming memorable recent deep interesting good likely action-oriented violent glossy dark grim integral familiar slow deliberate great slick dark equal dark brown dark green orange smooth vibrant peculiar action-oriented realistic particular oriental ", 1
"funny similar Manchurian horny very memorable male ", 1
"first many ", 1
"classic specific funny even funny entertaining slow guarded protective more more aquatic troubled self-righteous sane extreme classic good ", 1
"well-made very fine gorgeous delicate complex beautiful classical great exquisite memorable interesting same fine historical good good interesting complex enjoyable unusual own modern creative advanced demanding own own most childish hungry perfect large sorry intricate old modern intellectual ", 1
"well-rounded dire old musical usual wonderful funny many shy thick original many catchy memorable excellent ready big romantic romantic good ", 1
"crazy small dreaded relentless impossible desperate great dotted surreal indescribable several other pure grotesque graphic unrestrained dirty huge hysterical limited unique early funny ", 1
"memorable instructional top invaluable many basic vivid perfect negative little unusual bawdy more theatrical great good damaging next other casual offhand frightening vivid anxious fevered steamy hot actual other surreal nightmarish last effective startling valid recent catastrophic real wild private able own rare educational essential dated timely ", 1
"general chilly atmospheric creepy British naive young small elderly deceased many healthy creepy elderly Victorian small endangered malevolent black filmy gauzy solid black few malevolent legal black creepy old black suspenseful many naive compelling warm black ", 1
"great exceptional steady innovative Indian little sudden wild rural cruel cynical merciless poor violent full subservient helpless nagging intense positive tiny rural correct fair one-sided positive amazing wonderful effective good beautiful bright dark different interesting entertaining superb shocking disturbing great positive big breathtaking believable unrestrained incredible much little own volcanic simple powerful great Indian indescribable hateful admirable total outstanding great most adequate great comic good ", 1
"pure alt inspiring captivating whole new same long-suffering matriarchal local major metaphysical sexy vulnerable streetwise naive risque off-beat double inspiring true good unique determined countless tired unnecessary whole actual good unpleasant ", 1
"great unknown typical little typical special interracial superb petty own fabulous perfect good ", 1
"favorite good easy flawless few good whole tasteless recent ", 1
"fragile great full typical French late relative unusual great cramped complex delicious melancholy remarkable wistful evocative own mournful casual extraordinary great big regular good interconnecting doomed emotional metaphysical actual doomed least beautiful good tragic appropriate real hard young attractive few other high-flown plausible symbolic powerful narrative great French previous crucial complete aimless fatalistic unavoidable powerful romantic clinical much unbearable fatal trite amazing theatrical first worthy quiet more needless allegorical actual minor supporting tragic major formal grasping flourishing great clear-eyed contemporary German open stagnant manmade brief narrow captive ", 1
"okay enjoyable certain good recommended psycho ", 1
"many false young worldly old false fine only ", 1
"early early superior late remarkable good intuitive sound silent first remarkable broad wonderful ", 1
"young rich penniless wild pretty young risque good wonderful naughty great emotional such remarkable slimy great different excellent poor confused great occasional great ", 1
"mid accurate believable reminiscent innocent male female ", 1
"exciting amazing impossible worth different different natural magical dynamic such natural quintessential mere curious ", 1
"few timely next white black serious gratuitous cool able stable great favorite ", 1
"succinct much historical painstaking familiar accurate fictional actual apt overall genuine authentic authentic small mid 19th few 19th verbal American public 19th literate eloquent likely verbal magical historical visceral great western many many other lesser moral ethical discerning great indifferent certain due ", 1
"wonderful mid simple hardened young dangerous biological red mysterious undiscovered many exciting long notorious possible tacky such Australian great deadpan terrific fantastic awful equal sardonic dangerous blue female sure whole male personal first many wonderful ", 1
"light funny central likable gentle subtle sympathetic little old rural great realistic alternative light full difficult last unexpected ", 1
"perfect feel-good British brilliant other great likable realistic main small great other such great Welsh typical Welsh slick fantastic likable funny ", 1
"young stupid wrong young old other obvious suspicious funny stupid stupid stupid ", 1
"dull stressful magical own close lost like young brave ambitious rustic military hot incredible old much everyday spectacular deep difficult superior other mystical enigmatic young other much good beautiful amazing enormous incredible complex perfect very more more true adventurous realistic facial adorable whole strong last other same accessible casual sure western first perfect incredible more recent lost mundane many poetic gorgeous only touching inspirational developed spectacular meaningful perfect true wonderful same wonderful carefree little ", 1
"funny blonde blond profound meaningful funny sober hot light funny superficial more ", 1
"great great early wonderful many funny great young more wonderful favourite wonderful fab many ", 1
"vain good desperate ailing grateful weary excellent bad fellow melodious lonely ", 1
"short full hilarious similar multiple short evil funny present small musical many worth least few deep ", 1
"due own old back typical huge good young political facial close intense constant much same dead red more unique black great absurd anal terrible easy crazy oblivious awful positive amusing scary same own male same main ", 1
"amazing possible prophetic frightening overpopulated unbearable due damaged natural nightmarish degenerate great likable fine last worthy usual good subsequent atmospheric ", 1
"old ill nice permanent memorable adoptive actual somber creepy predictable due comedic added ", 1
"able sorry interesting different great old good moving sincere early capable heartfelt serious first serious scared same entire many important ", 1
"good good memorable impressive many other chase modern good funny enjoyable more ", 1
"least last first long incredible alive fabulous short powerful human angry most great good ", 1
"past few good high horrific few reckless own high reckless gruesome possible gory severe terrible satisfied sweet good cheesy ", 1
"memorable superb excellent high much odd sad more accurate historical good certain simple right wrong ", 1
"big many wrong many first late last special instant ", 1
"second good wonderful first second common second funny silly enjoyable first serial own first humorous real ", 1
"least mad bad Indian low technical titular fatal many ambiguous unanswered such quick scary grand supernatural thoughtful poetic most complex simple good different same happy pleasant realistic horrific bad bad final psychological important grand due youthful poetic dark due poetic low well-executed high great beautiful interesting such Indian interesting more traditional such many big technical good ambiguous few dark clear more digital good realistic okay negative good ", 1
"comedic recent classic new sick more third other real able worth ", 1
"ridiculous high wrong Caroline grotesque female acid decent creepy beautiful old English true bad ", 1
"good good good cool great hilarious good surprising good good interesting good thrilling interesting classic special bizarre classic ", 1
"available worth many dangerous many dark erotic low black white low mountainous original outstanding great feisty several German Hungarian Czech original fresh great ", 1
"many Korean familiar many average good irregular neat good innocent weak Korean cute very most many Korean stale such funny well-done ", 1
"wonderful ", 1
"good recent more intelligent mindless online online ", 1
"close old terrible other heartbreaking first painful young amazing great first ", 1
"transplanted critical political political downtown political other political organized unofficial dead innocent old transplanted genteel political late organized good young political complex decent enough political ", 1
"existing full other original original good several disappointing happy above great amazing wonderful beautiful powerful whole entire local local fiery personnel young new high high powerful male great fancy corporate ultimate happy poor former exact same overall original ", 1
"new long good old tired good straight narrow separate sudden excellent top hilarious funny ", 1
"weird common cinematic due masterful chilly unaffected gruesome nice isolated new new five-year old particular wrong mysterious psychic titular other capable paranoid good hard effective large psychological creative most most strong valid necessary unconventional famous human soft interested mental physical creepy cold ghostly good insane true goofy very true ideal able terrifying unsettling impossible bad terrific great different blonde beautiful secondary real such faithful literary bad little loose cinematic fine original current poor ", 1
"jam-packed stellar such good ", 1
"most two-hour lead low-key last dramatic mysterious good final long two-hour typical action-packed shocking drawn sad sick great good ", 1
"believable true few true true good ", 1
"complex wonderful last inner few quick wonderful main fantastic charming authentic ", 1
"first much early comedic honed good intense subtle funny real polished goofy scary funny regular other ", 1
"few such rotten interesting nice quiet interesting total brilliant good small entertaining ", 1
"social ready different interesting angry windy modern goofy same great skeptical most good good special ", 1
"naive lame basic daring foremost gritty more graphic symbolic American only X-rated male big easy cold welcome lame bitter ready cold flat final brilliant poignant true American tough certain ", 1
"few most rural other Canadian top many many several similar specific big past present least more prominent past many good hectic most unknown only young good outstanding tough good such other positive primary engaging minor hard pure uncomplicated outstanding bare equal good equivalent ", 1
"little few good modern-day British quirky wild interesting rough corny predictable early late neat interesting first-time low-key British Russian Russian male big good Russian different beautiful ", 1
"real unexpected real video entire good great realistic interested single ", 1
"other accurate good frustrated other thick changed cleanly superb obsessed single good selected dependent beautiful different similar great impossible great similar inferior certain same original possible amazing important traditional excellent ", 1
"sacrilegious other perfect most great great big little own ", 1
"first high old small old second small large high frequent most nude last reminiscent late incredible funny frequent other hilarious last most grainy original original first instant generous early parlous fresh new hip available other ", 1
"many less difficult crazy good good many low brief ", 1
"great good early excellent popular favorite particular evil little great good good other last comic great famous English ", 1
"little colonial more same different facial black white other strong other little lonely more racist quiet ", 1
"keen funny good same more real ", 1
"opinionated most naked sexy first menopausal pleased much good light hot same classic first cinematic such erotic erotic thrilling brilliant first more frosty lush extravagant sure amazing brilliant same first criminal more least entertaining only own projectile ", 1
"delightful dirty huge many old scientific old fantastic believable creepy right intelligent ambitious naive deep voiced divine great decent intelligent thought-provoking witty moral obvious forgivable ", 1
"cheap lousy perfect silly replete unscientific enjoyable psychotic perfect ", 1
"weak solid fantastic different supposed more painful awkward other comedic similar smarmy such first good true being little final more more happy old personal superb nice late ", 1
"good short amazing curly excellent ", 1
"fine engaging good last classic fine watchable great ", 1
"big charming good fine favorite ", 1
"brilliant aware usual complex convincing mercurial more actual same ", 1
"favorite huge good subtle hilarious young effective own ideal ideal tragic mature vivid romantic foolish wise painful real good beautiful poetic deep faithful original ", 1
"wonderful successful former favorite past video former former deep outstanding outstanding loud ", 1
"old black-and-white many special charming facial vocal perfect additional former silly cool live unclear necessary well-crafted many other ", 1
"special beautiful poor full able new wrong negative famous Taiwanese other great early favorite little big main other least good good many different first good beautiful great only sad wonderful sad ", 1
"funny believable rich wonderful last great ", 1
"huge feature-length true possible great clueless well-intentioned rich permissible good ", 1
"only plain hilarious creepy little ", 1
"such all-time negative different aforementioned favourite great most right confusing long good endless other open many ", 1
"huge above Italian entertaining horrible plentiful fast great ", 1
"entertaining beautiful inspiring impressive French traditional stunning least compelling ", 1
"much normal American overall much surreal whole first normal main evil ambiguous common anti-war human poignant manic other great top endless Japanese imaginative multi-faceted good ", 1
"proud various few cynical good good interesting other excellent wrought out native little raring ugly Confederate racist good great great own nuanced good bad young great poignant several ", 1
"long much many more more more few other clever other original good clever key similar original necessary good good horrible fairy much other immediate good immediate least little fairy ", 1
"guilty sweet funny wicked normal main crazy good bad little ", 1
"Japanese main entire other due strange comical personal alive big big violent absurd funny clever favorite ", 1
"high high short wonderful difficult usual painful real favorite lovely previous other whole other overwhelmed beautiful pure real real whole real few perfect sad pained happy other more ", 1
"new other young beautiful historical few only full several moving inspirational powerful ", 1
"good tough good OK bad terrible excellent same good cool funny smart brave ", 1
"excellent predictable good clean amusing other several great several good clean ", 1
"everyday most past drunk adult second old live new awesome good ", 1
"many embarrassing nice old-fashioned real-life high professional brief nice high little believable true real-life nice inspirational true ", 1
"unique different other erotic young erotic funny same tired typical next other ", 1
"different same overall business-like lyric great fine surprise emotional several explicit American open Dutch good amazing more ", 1
"real corny human mindless like entertaining provoking hidden artful powerful violent wrong disgusting depraved different deep hot desperate sickening sick manipulative serial unsettling passionate close slick beautiful silent inner facial excellent favorite aware sad bottom good bad last bad last ", 1
"perfect little very wrong great entertaining ", 1
"first good nice right strong keen wonderful huge main married pregnant full close pregnant happy pregnant happy next proper great colourful colourful ", 1
"like fool exterior brilliant good good perfect hard brilliant tremendous symbolic tremendous worth ", 1
"great romantic great good wuthering other romantic romantic dynamic total foggy notorious high next evident attractive more wealthy potential mere mysterious further slight splendid good slight minor first weak other young certain poor slight charming charming ", 1
"present scheming old young strong deep 21st heavy right handsome old young second major young future distant British royal handsome young English mutual minor royal lovely good winning beautiful intelligent other strong repulsive visual extra straightforward prosaic unimaginative minor minor overall successful gorgeous short young old worthy cinematic ", 1
"strong new pure fantastic good amazing many first emotional sentimental female awesome great own classic great good next available ", 1
"top important strong first other black white appropriate great difficult ", 1
"previous excellent good flawless European top great religious ", 1
"much great good young creepy good young similar private ", 1
"many cheesy or amateurish acting weak special only low critical serious evident complete silly excellent few recent ultra low intelligent pure other entertaining old creepy old cinematic bottom near successful ", 1
"cooking Japanese great less entertaining goofy good bitter new ", 1
"low great old most little worth ", 1
"short slow true interested few true effective effective same ", 1
"extreme emotional several violent devastating teenage sexual violent spoiled young sexy cloudy incapable challenging other fabulous great impressive bland inexpressive many distressed fine ", 1
"good dynamic other few passe endless rich immoral spectacular popular real poor right inside cold blooded mass first undercover lively super famous stylish other early huge mid weak spineless weak dynamic recommended ", 1
"special beloved enduring animated gory own memorable cute comic famous large wicked uppity handsome appropriate well-timed fairy sure few striking pure rich evocative simple comic famous wretched simple more graceful animated quaint gratifying ", 1
"Soviet hard brilliant untouched little slow next good serial hard brilliant inexperienced forensic cynical superior only Russian willing outstanding serial sad tortured ashamed interested well-made important special least more ", 1
"extraordinary surprising hardboiled large poignant warm unwitting questionable charming good popular dour oversexed year-old redundant old entire Dutch off-kilter famous psychological intriguing first clever next comedic brilliant comforting sympathetic dark romantic masterful slow breathtaking sharp amazing delicious cinematic able smart sexy ", 1
"dead docile perfect many other famous bright dark bright bright repetitious many kind silly excellent right emotionless good most tame happy hard ", 1
"last good total dead routine inspired priceless able lucky next ", 1
"many funny dense gorgeous good big ", 1
"frightening next great romantic horrific ironic original previous good ", 1
"previous actual more superb other certain good famous top ", 1
"long fantastic awake scary great worth small ", 1
"amazing original young weird alien freakish robotic special cheesy budding slimy other bloody ", 1
"wide easy disciplined loose great ancient sheer sad little good great fond curious ", 1
"fast-paced great deep other ", 1
"good big worth much basic good worth ", 1
"great different different usual brilliant usual good nice Mexican Mexican ", 1
"much top funny great serious amazing amazing willing many hilarious ", 1
"dark pointless good pink correct least casual talented talented good good committed near ", 1
"more American more first official on-line electrical first mere creative classic original strange superior strong elaborate high last human sole human more great decent least male worth afraid most climactic speechless glad great ", 1
"refreshing great clear corrupt German big devastating utter eastern prewar many good acceptable more competent particular extra second good second hilarious several ", 1
"directorial true difficult disastrous public terrible human first many close good other such cold hard ", 1
"long high great fellow right more real interested great high public right superb elegant first lead excellent superior good rich perfect perfect snobby reasonable general super historical fictional impressive contrived first first first social first empty minor excellent only ", 1
"great good different special legendary beautiful such ", 1
"loving romantic lead internecine stunning many simultaneous major minor early 20th single many brilliant enough own triumphant downbeat fatalistic romantic American good Russian Italian true immortal magnificent ", 1
"lost interesting nice new much only unexplained exotic nice excellent good present past single own great overall sceptic due own overwhelming more high least big unexplained huge new next few promising good different popular ", 1
"good good ", 1
"old perfect pleased ", 1
"third final big shady stale repetitive novel first good second more glad ", 1
"good wrong legitimate private ", 1
"great ", 1
"only top top half-price uncut many more strange artistic very unusual many twice confusing good large memorable main male crippled usual interesting real emotional sad tragic obvious main most naive optimistic high ground-breaking typical tired unusual personal long cheap interesting relevant happy-go-lucky young dark religious puzzling homosexual more lonely old main technical fine more revolutionary few other simple sentimental hard strange psychedelic ", 1
"male spoiled bigoted offbeat least comedic creative good online same ", 1
"first perilous exciting first wild second great wonderful serious real certain much enjoyable English few new other superior original first little main likable original great much minor great first amazing wonderful all-time great first ", 1
"prestigious entertaining little delightful funny hilarious Australian optimistic hapless beady irascible assistant comic dual more other real youngish six-foot lookalike veteran ", 1
"good good big different common common usual first only additional good sad lonely abandoned much sad apparent most good classic ", 1
"perfect comic unparalleled perfect perfect good lighthearted tense early good odd alltime favorite romantic other early video sure stale comic ", 1
"political unidentified Latin American fictional Latin American dead own tense good great worth first hot ", 1
"welcome delightful superb wonderful standard amazing ", 1
"more biographical professional believable powerful such high-powered more profound impressive intelligent superb most ", 1
"great hysterical great great many romantic cute comic giant superb special ", 1
"great cinematic only unbearable essential terrifying mysterious ", 1
"strange bad fairy sure strange wonderful everyday great sad similar very cheesy special early special important least strange silly total directed absolute great ", 1
"British basic first difficult easy cold ex British long close ", 1
"boring real happy perfect rough wonderful friendly restrained calm beautiful real wonderful ", 1
"incredible hard forgotten extreme brilliant Iranian video memorable added same tough hardy brave primitive ", 1
"only good timeless perfect such incredible lengthy impressive wonderful ", 1
"good strong other good emotional veteran good long bold graphic unfit generous organized only safe same great virtuous beautiful dark rainy wonderful Irish important technical beautiful good impressive gorgeous scenic great amazing various new great brazen true confident strong ", 1
"splendid riveting vicious serial frightening fateful psychological harsh gritty disturbing stark painful capable shocking admirable vile one-dimensional real pitiable human climactic particular poignant outstanding fine passive sensible sympathetic agile shivery considerable claustrophobic real ", 1
"sweet charming first uptight distant cold uncomplicated little ", 1
"famous other such dandy little odd weird French unusual excellent lead normal other bizarre nonsensical right generous new wonderful new nasty crazy simple nice mad mad one-dimensional old cheap late good ", 1
"full classic long odd general good major adult senior ", 1
"wide easy disciplined loose great ancient sheer sad little good great fond curious ", 1
"good hard good beautiful everyday entire real same own old ", 1
"favorite receptive other big big old several old experimental big mine trapped original ", 1
"impressive comedic old excellent human genuine unusual great comedic actual own good ", 1
"close other few whole least ", 1
"unwilling dark first old small old married lonely religious odd deep old young odd dangerous great due bureaucratic loving ", 1
"small local prestigious colorful full great nice wonderful outstanding ", 1
"easy contextual erratic general specific outside social subtle unnoticed self-contained second countless vocal comfortable creative original experimental ", 1
"enjoyable colonial real like little first few all-time favorite brief beautiful sheer exciting ", 1
"wonderful beautiful human other innocent virgin like other very past great deep great magnetic same ", 1
"fascinating previous unnoticed bad own first incurable right first last ultimate heartbreaking unlucky divine angelic elected other harsh scary full versatile ", 1
"good real good entertaining clear modern tame boring 21st least ", 1
"original entertaining animated live favorite ", 1
"drastic fitting certain strange east German national formidable ", 1
"slow American heavy-handed historical utter poor dashing most wrong more long slow good sound such good such excellent ", 1
"fabulous many various Parisian particular several knowledgeable sure French new graphic subtle provoking gentle most near magical little ", 1
"different only true hard ", 1
"superb black white real dark occasional very bright gripping superb conventional good important last good same ", 1
"great rare ", 1
"funny good good nice good superb so-so mad ", 1
"high high sexual last sexy young brave significant good ", 1
"mild mannered bookish loose real single old fake gradual different fantastic hypnotic sexy extensive black white grey many classic more various blind restrained genuine less dimensional other same ", 1
"classic influential low star unstoppable mental local frightening clever such good such simple dark everyday small creepy startling feat few wise likable young scary strong high unnerving fine perfect excellent nice lovable good other big great perfect desperate good own unstoppable ", 1
"difficult good certain strong great animated talented animated favorite American hard-core native least other English single good good young sinister more interested magical funny boisterous fabled potential scientific hidden much fairy-tale customary revolutionary impossible twentieth ancient wonderful impossible sheer wonderful sweeping high tiny one-man most small simple exciting little horrific entire amazing wondrous dewy exciting creepy bizarre original rare total bad fond old English Japanese particular hard fiery old good original good early more talented other English more good wonderful other English original great particular front many hard high recent few familiar late early big able large good least ", 1
"black hilarious funny funny incredible documentary superb tremendous more true ", 1
"perfect overall bad last first poor raw afraid next more dangerous ", 1
"classic great creepy psychological good distant great small exterior own more psychological sorry ill in-depth scientific mental sinister effective frightening much late least rare major good perfect meek all-too-often actual stellar many familiar strange Gothic European many French English polished pretentious good major top gripping ", 1
"old ", 1
"great bad cinematic ill-fitting bad mute mute Italian hysterical giant large large large Italian American insane giant large Italian smooth dead good bizarre classic ", 1
"several disgruntled extensive lead several mysterious only unharmed due brief distant due first unexplained only possible opposite social quiet disturbed anti-social other rich popular optimistic own outside marvelous modern more opposite other open other injured deep meaningful outside complete good snobby hateful innocent intelligent other other several representative large symbolic afraid familiar good brilliant deep meaningful crying first entertaining real ", 1
"most other bad first 3rd huge last bad other more good surprised many bad little mushy overall bad good few ", 1
"short great simple touching cute sad ", 1
"wonderful great deceased second great ", 1
"great only top superb good good rainy acting special much much ", 1
"lonely own old emotional stressful psychological lean certain unhappy unsatisfied same social different more sympathetic ", 1
"French extraordinary ordinary everyday suburban apparent brilliant white French many real public elegant excellent stunning most Swiss masterful impressive French gritty more French incisive marginal shy diminutive young major half-finished deaf bothersome shrill secretarial male old clean extensive unkempt young shocked local prospective newfound able temporary avaricious furious intense graphic recent full on-again off-again sexual strange considerable sexual classic pervasive modern mundane boozy garish several psychological everyday sickening ", 1
"immortal possible classic amazing much rich stingy mean old former mean different past present future big wrong perfect own incredible mean old certain bitter angry grand very spectacular real high dismal literary entire young wonderful own distinct dark light dark few dark scary scary many dark frightening grand beautiful actual ", 1
